rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10010552-gigantic,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,39759,...inevitably grows on the viewer...
m/10010552-gigantic,Henry Stewart,FALSE,Slant Magazine,Rotten,0.5/4,39901,"Director Matt Aselton cites Buñuel as an influence, but he fails to understand the difference between being a surrealist and being a nonsense-ist."
m/10010552-gigantic,James Berardinelli,TRUE,ReelViews,Rotten,2.5/4,39904,"The characters and situations are a little too quirky for their own good. Everyone is skewed off-center and, while that can be charming in small measures, Gigantic overdoses on it."
m/10010552-gigantic,Norm Schrager,FALSE,Filmcritic.com,Fresh,2.5/5,39905,"sinks under the weight of its peculiarities, making a possibly big story feel like no big deal."
m/10010552-gigantic,Matt Pais,FALSE,Metromix.com,Rotten,0.5/5,39905,Just a bunch of strange character traits strung together for no reason other than quirk.
m/10010552-gigantic,Pam Grady,FALSE,Boxoffice Magazine,Rotten,0.5/5,39906,"With curdled humor and cardboard characters, this ghastly movie completely misses the mark."
m/10010552-gigantic,Kyle Smith,TRUE,New York Post,Fresh,3.5/4,39906,"Quirk fans, prepare to be lightly exhilarated."
m/10010552-gigantic,Stephen Holden,TRUE,New York Times,Rotten,2.5/5,39906,"With its off-center dialogue and upscale industrial settings, Gigantic strains to be original. But beneath its indie affectations it is really another contemplation of generational misunderstanding."
m/10010552-gigantic,,FALSE,Bullz-Eye.com,Rotten,2.5/5,39906,
m/10010552-gigantic,Roger Ebert,TRUE,Chicago Sun-Times,Rotten,2.5/4,39912,"On the basis of Gigantic, Matt Aselton can make a fine and original film. This isn't quite it, but it has moments so good, all you wish for is a second draft."
m/10010552-gigantic,Mick LaSalle,TRUE,San Francisco Chronicle,Rotten,0/4,39913,"Anyone can go off and just cynically make a bad movie, but to make a picture as inert, incompetent and emotionally fraudulent as Gigantic takes sincere faith that one is, in fact, making something really, really good."
m/10010552-gigantic,Rafer Guzman,TRUE,Newsday,Rotten,0.5/4,39913,"Eventually Gigantic decides to become a heartwarmer, and why not? Any ending -- including nuclear devastation or a 1940s musical number -- would have worked, too."
m/10010552-gigantic,Rob Thomas,FALSE,"Capital Times (Madison, WI)",Rotten,1.5/4,39948,"Was there any idea that came to writer-director Matt Aselton while he made ""Gigantic"" that he didn't use? Seriously, that cutting room floor must have beenSPOTLESS."
m/10010552-gigantic,Chris Hewitt,FALSE,St. Paul Pioneer Press,Rotten,1.5/4,39955,Gigantic has an idiotic screenplay in which nothing fits together with anything else and in which the two-dimensional characters get knocked down to one dimension as the movie progresses.
m/10010552-gigantic,Philip Martin,FALSE,Arkansas Democrat-Gazette,Rotten,83/100,39976,"...the story of how two emotionally damaged but terribly affected andprivileged underachievers meet, fall in love and presumably somehow form a family."
m/10010552-gigantic,Jennie Kermode,FALSE,Eye for Film,Rotten,2.5/5,39976,
m/10010568-fuel,Josh Rosenblatt,FALSE,Austin Chronicle,Rotten,1.5/5,39773,"Fuel's message is clear -- oil is bad; alternative energy is good -- and its goals are simple -- put Big Oil out of business by selling the American public on the virtues of cleaner energy sources, such as wind, solar, ethanol, hemp, and world music."
m/10010568-fuel,Kimberly Gadette,FALSE,Indie Movies Online,Fresh,7.5/10,39907,"For a film about energy, it's marvelous that Tickell ultimately gives us all the proverbial power."
m/10010568-fuel,Nick Schager,FALSE,Slant Magazine,Rotten,1.5/4,40070,Another fervent call-to-arms from one side of the aisle.
m/10010568-fuel,Norm Schrager,FALSE,Filmcritic.com,Fresh,3.5/5,40134,"Tickell keeps the film hopping along, far more interested in the positive than a woe-is-us mentality"
m/10010568-fuel,Philip Martin,FALSE,Arkansas Democrat-Gazette,Rotten,83/100,40362,"shows the not-so-shocking connections between the auto industry, the oil industry and the government, prescriptively offering alternatives ..."
m/10010571-hush,Chris Cabin,FALSE,Filmcritic.com,Rotten,2.5/5,40645,
m/10010658-orphan,Bill Goodykoontz,TRUE,Arizona Republic,Fresh,3.5/5,40016,Orphan works because it's a film that knows exactly what it wants to be -- creepy as all get out -- and does everything possible to achieve that goal.
m/10010658-orphan,Moira MacDonald,TRUE,Seattle Times,Rotten,1.5/4,40017,"Overlong and overwrought, Orphan stays faithful to every clich of the genre."
m/10010658-orphan,Dustin Putman,FALSE,TheFilmFile.com,Fresh,3.5/4,40017,"An unnerving psychological thriller with the atmospheric elegance of classics like Rosemary's Baby, Don't Look Now and Dressed to Kill, masterful in its blends of style and substance, violence and mayhem."
m/10010658-orphan,Ty Burr,TRUE,Boston Globe,Fresh,2.5/4,40017,"Director Jaume Collet-Serra moves Orphan along efficiently, doling out a 'boo!' shot every few minutes with mechanical professionalism."
m/10010658-orphan,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,40017,"Here is a shamelessly effective horror film based on the most diabolical of movie malefactors, a child."
m/10010658-orphan,Rick Mele,FALSE,AskMen.com,Rotten,44/100,40017,"House of Wax director Jaume Collet-Serra returns to the horror genre with Orphan, a clumsy thriller that elicits far more laughs than genuine scares. Like too many horror films these days, the movie is so rife with false scares or misleading"
m/10010658-orphan,Jim Slotek,FALSE,Jam! Movies,Fresh,3.5/5,40018,"The stomach-knotting is kept taut throughout, and the acting is first-rate -- none more than Fuhrman, who seems to have the self-awareness and skill to be one of the best child actors around."
m/10010658-orphan,Kyle Smith,TRUE,New York Post,Rotten,1.5/4,40018,"Although reasonably, cheesily suspenseful, the movie takes a long time to get going. Its tagline, 'There's something wrong with Esther,' turns out to be a masterpiece of understatement."
m/10010658-orphan,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,3.5/4,40018,"As much fun as it is to follow Orphan's improbable developments, there is also a dark undercurrent that lingers with you afterward. It's that troubling theme that takes the movie from good to almost great."
m/10010658-orphan,Avi Offer,FALSE,NYC Movie Guru,Fresh,7.25/10,40018,"Occasionally sinks into ludicrousness, but has enough suspense, chills and surprises to keep avid horror fans viscerally compelled and ultimately satisfied."
m/10010658-orphan,Greg Quill,TRUE,Toronto Star,Fresh,2.5/4,40018,"The best thing about Orphan, is the way it plays with the genre's overused staples and its sophisticated audience's expectations."
m/10010658-orphan,Claudia Puig,TRUE,USA Today,Fresh,2.5/4,40018,"It's a cut above most spooky-kid movies, with a twist that sets it apart."
m/10010658-orphan,Kevin McCarthy,FALSE,BDK Reviews,Rotten,2.5/5,40018,Orphan contains one of the most terrifying and intense horror endings I have seen in years but the rest of the film was just laughably bad.
m/10010658-orphan,Manohla Dargis,TRUE,New York Times,Rotten,1.5/5,40018,"Actors have to eat like the rest of us, but you still have to wonder how Vera Farmiga and Peter Sarsgaard ended up wading through Orphan and not laughing."
m/10010658-orphan,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Rotten,2.5/4,40018,"It would be nice to think that Orphan brought something new to the genre, but the only thing it adds is more running time."
m/10010658-orphan,Marc Savlov,FALSE,Austin Chronicle,Rotten,2.5/5,40018,"This Orphan is an atmospheric and occasionally vicious little git and an above-average entry into the ""cuddly hellspawn"" genre, overlong at two-+ hours but nowhere near as excruciatingly overdone as others of its ilk."
m/10010658-orphan,Gina Carbone,FALSE,Seacoast Newspapers (NH/Maine),Rotten,2.5/4,40019,It's ... uh ... creepy in that other way.
m/10010658-orphan,James Berardinelli,TRUE,ReelViews,Rotten,1.5/4,40023,It would be harder to find a more dark and joyless thriller on the market than this one.
m/10010658-orphan,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Rotten,1.5/5,40023,"As the poster says, 'There's something wrong with Esther.' There certainly is -- she's trapped in this terminally dull and dimwitted movie."
m/10010658-orphan,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Fresh,2.5/4,40025,Distinguished by a loony plot twist and by its sympathetic treatment of characters...
m/10010658-orphan,David Keyes,FALSE,Cinemaphile.org,Rotten,0/4,40028,"... an angry, bitter and abhorrent display of masochism masquerading around as a legitimate horror film."
m/10010658-orphan,Anders Wotzke,FALSE,Moviedex,Rotten,1.5/5,40032,Check the return policy for this Orphan.
m/10010658-orphan,Lucius Gore,FALSE,ESplatter,Fresh,3.5/4,40033,"Daring and fresh, 'Orphan' is easily one of the best horror movies of 2009."
m/10010658-orphan,David Stratton,FALSE,The Australian,Fresh,3.5/5,40046,"Collet-Serra's film succeeds in being genuinely creepy, is commendably well acted by all concerned, and contains the best twist since The Crying Game."
m/10010658-orphan,Sonny Bunch,FALSE,Washington Times,Fresh,2.5/4,40053,"Orphan is as much a high-tension, frightening thriller as it is a straight-up horror flick, at least it is until it devolves into outright silliness in the final act."
m/10010658-orphan,Michael Dequina,FALSE,TheMovieReport.com,Rotten,2.5/4,40056,Something isn't quite working in the intended way when the audience's primary reaction for two-+ (!) hours is raucous laughter.
m/10010658-orphan,Mike McGranaghan,FALSE,Aisle Seat,Fresh,3.5/4,40110,This is the rare fright flick that is actually grounded in some genuine human emotion.
m/10010658-orphan,Bill Gibron,FALSE,PopMatters,Rotten,2.5/5,40111,"Orphan is not very good. At 90 minutes, it might have been amazing. At nearly two hours, it's tedious."
m/10010658-orphan,Walter Chaw,FALSE,Film Freak Central,Rotten,1.5/4,40148,"Alas, in the end, it's not nasty enough."
m/10010658-orphan,Dave White,FALSE,Movies.com,Fresh,4.5/5,40637,"If we could all stop for a moment and think about how excellent and uplifting garbage can be, America would rally around this movie like the treasure it is."
m/10010658-orphan,Steve Newton,FALSE,Georgia Straight,Rotten,0/5,41320,Dump a murderous psycho brat with a corny Russian accent into that troubled mix and you've got a real horror show on your hands. But not a good one.
m/10010658-orphan,Richard Propes,FALSE,TheIndependentCritic.com,Fresh,2.5/4,44093,"Aryana Engineer, a real-life deaf actress, is almost equally as hypnotic as Fuhrman without uttering a single word throughout the film."
m/10010662-my_sisters_keeper,Randy Cordova,TRUE,Arizona Republic,Fresh,3.5/5,39988,"A lot of things don't work that well in My Sister's Keeper, a tearjerker adapted from Jodi Picoult's best-seller. But one thing is guaranteed: The movie practically forces you to shed a tear or two."
m/10010662-my_sisters_keeper,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Rotten,1.5/4,39989,A perfect example of a disease-of-the-week movie done wrong.
m/10010662-my_sisters_keeper,Ryan Stewart,FALSE,Slant Magazine,Rotten,1.5/4,39989,My Sister's Keeper suffers from sheer sloppiness of script that results in scenes of comedic frivolity coming off as screechingly forced.
m/10010662-my_sisters_keeper,Kimberley Jones,FALSE,Austin Chronicle,Fresh,2.5/5,39989,"Unsubtleties be damned, our defenses fall. Meanwhile, Cassavetes' reign as the go-to waterworks man remains uncontested."
m/10010662-my_sisters_keeper,Edward Douglas,FALSE,ComingSoon.net,Rotten,4.5/10,39989,"Like an amalgam of every ""ABC After-School Special"" ever made ... makes most Lifetime Channel movies seem competent by comparison."
m/10010662-my_sisters_keeper,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,39989,My Sister's Keeper is an immediate audience-grabber.
m/10010662-my_sisters_keeper,Charles Koplinski,FALSE,Illinois Times,Rotten,1.5/4,39989,A shamelessly manipulative film that proves insulting rather than moving.
m/10010662-my_sisters_keeper,Matt Pais,FALSE,Metromix.com,Rotten,2.5/5,39989,"Ttries so hard to check in with everybody (dad, brother, sister, mom, etc.) that it doesn't get close enough to anyone."
m/10010662-my_sisters_keeper,Peter Travers,TRUE,Rolling Stone,Rotten,1.5/4,39989,The infuriating cop-out ending reduces the premise to mush.
m/10010662-my_sisters_keeper,Avi Offer,FALSE,NYC Movie Guru,Rotten,5.85/10,39990,"A mostly contrived and uneven drama that lacks nuances and fails to pack an emotional punch, but at least it's mildly engaging thanks to warm, heartfelt performances and exquisite cinematography."
m/10010662-my_sisters_keeper,Jeanne Aufmuth,FALSE,Palo Alto Weekly,Fresh,2.5/4,39990,A mawkish yet worthy enough addition to the summer line-up.
m/10010662-my_sisters_keeper,Robert W. Butler,FALSE,Kansas City Star,Fresh,3.5/4,39990,A film that overcomes an obscenely melodramatic setup to come by its tears honorably.
m/10010662-my_sisters_keeper,Lisa Kennedy,TRUE,Denver Post,Fresh,3.5/4,39990,My Sister's Keeper humanizes vexing questions about medical ethics without sacrificing rattling family drama.
m/10010662-my_sisters_keeper,Joe Williams,TRUE,St. Louis Post-Dispatch,Fresh,2.5/4,39990,"Although the compelling courtroom drama gets forgotten for much of the movie, My Sister's Keeper also is relatively realistic about the physical and emotional toll of disease."
m/10010662-my_sisters_keeper,Bruce DeMara,TRUE,Toronto Star,Fresh,3.5/4,39990,"With solid performances and an intelligent script, My Sister's Keeper offers a moving and powerfully realistic portrait of a family stalked by tragedy that somehow manages to emerge from crisis battered but intact."
m/10010662-my_sisters_keeper,Steve Rhodes,FALSE,Internet Reviews,Rotten,2.5/4,39990,"Faced with a clear choice between an entirely original story and one told a thousand times before, director and co-writer Nick Cassavetes takes the easy, well trodden path."
m/10010662-my_sisters_keeper,Steven Rea,TRUE,Philadelphia Inquirer,Rotten,2.5/4,39990,"My Sister's Keeper offers a couple of twists, one of them crucial and the other cruelly unnecessary and melodramatic."
m/10010662-my_sisters_keeper,,FALSE,National Post,Rotten,2.5/4,39990,
m/10010662-my_sisters_keeper,James Berardinelli,TRUE,ReelViews,Fresh,3.5/4,39990,
m/10010662-my_sisters_keeper,David Nusair,FALSE,Reel Film Reviews,Fresh,3.5/4,39992,"...consistently manages to rise above its similarly-themed, undeniably low-rent brethren..."
m/10010662-my_sisters_keeper,Betsy Sharkey,TRUE,Los Angeles Times,Rotten,2.5/5,39995,"Where restraint might have raised up My Sister's Keeper, a heavy hand has brought it down."
m/10010662-my_sisters_keeper,Linda Cook,FALSE,"Quad City Times (Davenport, IA)",Fresh,3.5/4,40009,"Sometimes, a sad story isn't just a manipulative venture that makes you cry. Sometimes, as in 'The Notebook,' it's a tale well told that brings out honest emotions. Sometimes, it's in a movie such as 'My Sister's Keeper.'"
m/10010662-my_sisters_keeper,Margaret Pomeranz,FALSE,At the Movies (Australia),Fresh,3.5/5,40023,There is a touch of contrivance to the set-up that is not totally convincing and the film avoids much of the ethical arguments in favour of family drama. But I must admit to being affected.
m/10010662-my_sisters_keeper,Leigh Paatsch,FALSE,Herald Sun (Australia),Rotten,2.5/5,40023,"Though the motives of My Sister's Keeper will seem dubious to some, there is no denying the performances on display keep everything in the realm of the watchable."
m/10010662-my_sisters_keeper,Des Partridge,FALSE,Courier Mail (Australia),Fresh,3.5/5,40023,"As manufactured Disease of the Week weepies go, Nick Cassavetes's drama based on a Jodi Picoult bestseller, is surprisingly moving."
m/10010662-my_sisters_keeper,Simon Miraudo,FALSE,Quickflix,Rotten,0.5/5,40478,"My Sister's Keeper is a committee-approved nerve-snapper that, much like its main character, has been genetically engineered to MAKE! YOU! CRY!"
m/10010662-my_sisters_keeper,Richard Propes,FALSE,TheIndependentCritic.com,Fresh,2.5/4,44091,Fans of Picoult's novel are likely to be at least modestly disturbed by the liberties that Cassavetes takes.
m/10010667-hangover,Nick Schager,FALSE,Slant Magazine,Fresh,2.5/4,39965,"Director Phillips wrings his scenario for consistent semi-dark humor, letting his odd-couple leads go for broke and wielding mystery as a comedic spur that keeps the proceedings from dragging."
m/10010667-hangover,Michael A. Smith,FALSE,Nolan's Pop Culture Review,Fresh,3.5/4,39966,"...I think I can safely predict that ""The Hangover"" will join March's ""I Love You Man"" as one of the funniest films of the year."
m/10010667-hangover,Kit Bowen,FALSE,The Movie Kit,Fresh,3.5/4,39968,"While I'm not saying you have to be hungover to appreciate The Hangover, having a wild night out before seeing this the next day might enhance this hilarious experience."
m/10010667-hangover,Jeff Otto,FALSE,cinemaobsession.com,Fresh,4.5/5,39968,"Big laughs, tigers, Heather Graham breast-feeding, naked Asian man beating the boys with a tire iron, Mike Tyson singing Phil Collins%u2026 I'm trying, but I'm not finding much to dislike here."
m/10010667-hangover,Kimberley Jones,FALSE,Austin Chronicle,Fresh,3.5/5,39968,The Hangover instantly has the feel of one for the ages.
m/10010667-hangover,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,39968,"Now this is what I'm talkin' about. The Hangover is a funny movie, flat out, all the way through. Its setup is funny. Every situation is funny"
m/10010667-hangover,Joe Lozito,FALSE,Big Picture Big Sound,Fresh,2.5/4,39968,"As forgettable as a night of hard drinking, this frat-level comedy is good for a few laughs but never quite gels."
m/10010667-hangover,Matt Pais,FALSE,Metromix.com,Rotten,2.5/5,39968,"The rush of craziness like stealing cop cars and marrying strippers comes from the actual act of doing it--uh, so I've heard--not just being told about it the next day."
m/10010667-hangover,Josh Bell,FALSE,Las Vegas Weekly,Fresh,3.5/5,39968,"Cooper, Helms and especially Galifianakis find the right tone to give Phillips' Vegas dream world a funny, slightly dangerous appeal."
m/10010667-hangover,Matt Brunson,FALSE,Creative Loafing,Rotten,1.5/4,39969,"This represents the worst sort of pandering slop, the type that appeases impressionable audiences who don't even realize they're being insulted."
m/10010667-hangover,Robert Davis,FALSE,Paste Magazine,Fresh,56/100,39969,"While I'm not ready to call the film a triumph, its approach to humor is smart enough to benefit greatly from low expectations. Which is to say, it's an enjoyable piece of trash."
m/10010667-hangover,Mike McGranaghan,FALSE,Aisle Seat,Fresh,3.5/4,39969,"The script is really a marvel of invention as it finds myriad ways to sink the characters deeper and deeper into the abyss, and this is where many of the film's biggest laughs come into play."
m/10010667-hangover,Willie Waffle,FALSE,WaffleMovies.com,Fresh,3.5/4,39969,"Helms, Cooper and Galafianakis are a great comedy trio with each one bringing a different element to the movie."
m/10010667-hangover,Tyler Hanley,FALSE,Palo Alto Weekly,Fresh,3.5/4,39969,Who knew a Hangover could be so much fun?
m/10010667-hangover,Kevin Carr,FALSE,7M Pictures,Fresh,3.5/5,39969,"The Hangover knows its place and plays right to it. If you see this movie, you'll probably be offended and definitely be disturbed, but you'll also laugh quite a bit."
m/10010667-hangover,Adam Fendelman,FALSE,HollywoodChicago.com,Fresh,3.5/5,39969,"By the end of the film, these guys are our pals."
m/10010667-hangover,Michael Phillips,TRUE,Chicago Tribune,Rotten,1.5/4,39969,"The movie smells like a hit, but honestly: Helms excepted, did it need to be quite so blandly cast, or quite so lamely raunchy?"
m/10010667-hangover,Avi Offer,FALSE,NYC Movie Guru,Fresh,8.5/10,39969,It's a non-stop laugh riot that's destined to become a comedy classic.
m/10010667-hangover,Joe Neumaier,TRUE,New York Daily News,Rotten,2.5/5,39969,"Amusing as it is, it never feels real."
m/10010667-hangover,Rafer Guzman,TRUE,Newsday,Fresh,2.5/4,39969,Surprisingly funny and smartly acted.
m/10010667-hangover,Carla Meyer,FALSE,Sacramento Bee,Fresh,2.5/4,39969,It distinguishes itself from other what-happens-in-Vegas comedies (practically a subgenre at this point) by setting an especially vivid scene and telling an actual story instead of pasting together random shenanigans the way many modern comedies do.
m/10010667-hangover,Stephanie Zacharek,FALSE,Movieline,Fresh,8.5/10,39969,The Hangover is a cut above the typical contemporary guy-friendship comedy.
m/10010667-hangover,Tom Maurstad,TRUE,Dallas Morning News,Fresh,4.5/5,39969,You're likely to hear all about it as friends and co-workers endlessly quote lines or re-create scenes.
m/10010667-hangover,Michael Sragow,FALSE,Baltimore Sun,Rotten,1.5/4,39969,"Surrender your soul to its foul mesh of cheap cleverness and vulgarity. and you howl like a delighted demon. Resist, and you feel all sense and sensibility being crushed in its cogs."
m/10010667-hangover,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,2.5/4,39969,"Keep your expectations low, and you'll be amused."
m/10010667-hangover,Duane Dudek,FALSE,Milwaukee Journal Sentinel,Rotten,2.5/4,39969,"It is a situation comedy dressed in narrative clothing, and the story it tells is less amusing than the high-concept premise."
m/10010667-hangover,Erik Childress,FALSE,eFilmCritic.com,Rotten,0.5/4,39969,With The Hangover Todd Phillips has officially become the Uwe Boll of comedy.
m/10010667-hangover,Kevin McCarthy,FALSE,BDK Reviews,Fresh,4.5/5,39969,"If I had enough money, I would be willing to pay anyone back if they saw this movie and did not like it."
m/10010667-hangover,Peter Travers,TRUE,Rolling Stone,Fresh,3.5/4,39969,"The Hangover ain't art, but Phillips has shaped the hardcore hilarity into the summer party movie of all our twisted dreams."
m/10010667-hangover,Katey Rich,FALSE,CinemaBlend,Fresh,3.5/5,39969,"Comedies this good don't happen by accident, even if a little organization could have made The Hangover much better than what it is."
m/10010667-hangover,Jason Zingale,FALSE,Bullz-Eye.com,Fresh,3.5/5,39969,A great buddy flick that could be the surprise hit of the summer.
m/10010667-hangover,Nick Rogers,FALSE,The Film Yap,Fresh,3.5/4,39971,"Just as a marriage is built on love and promises kept, so can a bromance. ""The Hangover"" honors and cherishes that idea in slickness and stealth, and will have audiences unsure of how to say Zach Galifianakis but certain he's a star."
m/10010667-hangover,Kimberly Gadette,FALSE,Indie Movies Online,Fresh,8.5/10,39972,There are people who will not find this film amusing. Amish elders. Infants. An Iowan farmer named Burl. And that should cover it. The rest of you: bring a change of underwear.
m/10010667-hangover,Eric Melin,FALSE,Scene-Stealers.com,Fresh,2.5/4,39973,"Great casting benefits the movie hugely, as does a premise centered around the mystery of what happened, but its choppy editing does it no favors."
m/10010667-hangover,Rick Kisonak,FALSE,Film Threat,Fresh,3.5/5,39973,It gets the job done thanks in large part to the breakout performance given by Galifianakis.
m/10010667-hangover,Jules Brenner,FALSE,Cinema Signals,Rotten,2.5/5,39974,"If a bachelor party bender is your thing, you've got company. I didn't say taste."
m/10010667-hangover,Margaret Pomeranz,FALSE,At the Movies (Australia),Fresh,3.5/5,39974,"What makes any film work, and this is particularly true of comedy, is making it real, even though everything we're seeing is completely unbelievable. I laughed a lot with this one."
m/10010667-hangover,Lori Hoffman,FALSE,Atlantic City Weekly,Fresh,2.5/4,39974,"The performances are solid, with a special nod to the droll buffoonery of Zach Gilifianakis, whose character is out of it even when he is sober and alert."
m/10010667-hangover,Charles Koplinski,FALSE,Illinois Times,Fresh,3.5/4,39975,Hangover shows no mercy in its quest for laughs.
m/10010667-hangover,Stephen Silver,FALSE,The Trend,Fresh,4.5/5,39975,"The best bachelor party movie since, well, ""Bachelor Party"""
m/10010667-hangover,Jim Lane,FALSE,Sacramento News & Review,Rotten,0/5,39976,To call it 'atrocious' and 'loathsome' is to pussyfoot around the truth.
m/10010667-hangover,Rich Cline,FALSE,Shadows on the Wall,Fresh,3.5/5,39976,"It's not very sophisticated, but this raucous comedy keeps us laughing with its sheer absurdity. The characters are very well-played and their interaction is genuinely hilarious, even if most of the jokes are pretty cheap."
m/10010667-hangover,Wilson Morales,FALSE,BlackFilm.com,Fresh,3.5/4,39979,"'The Hangover' is an outrageous, entertaining, laugh-out-loud classic from beginning to end."
m/10010667-hangover,Linda Cook,FALSE,"Quad City Times (Davenport, IA)",Fresh,3.5/4,39980,"Who knew that we needed a 'Dude, Where's My Car?' for grownups?"
m/10010667-hangover,David Keyes,FALSE,Cinemaphile.org,Fresh,2.5/4,40028,"It is easily the most unlabored comedy of the recent past. But seriously, how many times has a story like this been told?"
m/10010667-hangover,Michael Dequina,FALSE,TheMovieReport.com,Fresh,3.5/4,40063,"The raucous, raunchy laughs are indeed plentiful and the gags often outrageous, but what really drives the film is the unpredictability of the script."
m/10010667-hangover,Peter Canavese,FALSE,Groucho Reviews,Fresh,2.5/4,40193,The stupid fun of The Hangover is worth experiencing at least once. [Blu-ray]
m/10010667-hangover,Matthew Pejkovic,FALSE,Matt's Movie Reviews,Fresh,3.5/5,40366,"A fun time is had watching these three men piece together a night that never was, something of an old school detective story mixed with a heavy dose of adult humour. Better comedies have been released, yet not many as brazen as The Hangover."
m/10010667-hangover,Simon Miraudo,FALSE,Quickflix,Fresh,3.5/5,40478,"I highly recommend going into this film blind, just to keep some of the surprises from being ruined. Oh, and being a 21-year-old male will also really help you to enjoy this flick."
m/10010667-hangover,Richard Propes,FALSE,TheIndependentCritic.com,Fresh,3.5/4,44084,"What happens in Vegas is very funny, indeed."
m/10010668-stepfather,Nick Schager,FALSE,Slant Magazine,Rotten,1.5/4,40102,a shabby substitute for its original.
m/10010668-stepfather,Kevin Carr,FALSE,7M Pictures,Rotten,0.5/5,40102,"if you can think past the thirty second mark, the house of cards that is the script dissolves faster than cotton candy in the rain"
m/10010668-stepfather,Scott Weinberg,FALSE,FEARnet,Rotten,2.5/5,40102,"Dylan Walsh's demeanor is more compelling than the small handful of perfunctory kill scenes, all of which you'll see from six miles away."
m/10010668-stepfather,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,2.5/4,40102,"The original was a no-frills, psychology-based affair that got most of its juice from the conflict between the dad and his suspicious stepdaughter, but the new one is needlessly complicated and more overt."
m/10010668-stepfather,James Rocchi,FALSE,Redbox,Rotten,2.5/5,40103,"A little more guts - not necessarily more gory -- could have turned The Stepfather into a real re-imagining, not just a re-heating; what we get is just another trip down memory lane that runs out of gas."
m/10010668-stepfather,Kevin Thomas,TRUE,Los Angeles Times,Fresh,3.5/5,40104,"The Stepfather is that rarity, an effective remake of a screen classic that can stand alone on its own considerable merits."
m/10010668-stepfather,Stephen Holden,TRUE,New York Times,Rotten,1.5/5,40104,A clumsy remake of the 1987 cult thriller.
m/10010668-stepfather,Linda Cook,FALSE,"Quad City Times (Davenport, IA)",Rotten,2.5/4,40107,"Ooh, daddy! If you want some old-fashioned cheesy suspense, look no farther than 'The Stepfather.'"
m/10010668-stepfather,Brett Michel,FALSE,Boston Phoenix,Rotten,1.5/4,40108,"If you call a film The Stepfather, then your title character -- in this case, David Harris (Dylan Walsh) -- should have the decency to marry into that perfect little family that he's predisposed to butcher and kill."
m/10010668-stepfather,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Rotten,0.5/5,40111,"What is there to be said about this utterly worthless, addle-brained waste of 101 minutes except that it's an utterly worthless, addle-brained waste of 101 minutes?"
m/10010668-stepfather,Perri Nemiroff,FALSE,CinemaBlend,Rotten,2.5/5,40402,"The genre has diverged into two paths: the brutally gruesome and the suspenseful. This is going for the latter, which would have been fine if it were in fact thrilling."
m/10010668-stepfather,Dave White,FALSE,Movies.com,Rotten,0.5/5,40637,
m/10010668-stepfather,Steve Newton,FALSE,Georgia Straight,Rotten,0.5/5,41320,What a shame that the remake fell into the unwieldy hands of the same jokers responsible for last year's execrable Prom Night redo.
m/10010675-departures,John P. McCarthy,FALSE,Boxoffice Magazine,Rotten,2.5/5,39926,From a critical standpoint Departures doesn't warrant altering itineraries to see.
m/10010675-departures,Marcy Dermansky,FALSE,About.com,Rotten,2.5/5,39959,The sweeping music and bucolic landscape serve to heap on the emotion to Takita's already heavy-handed manipulation.
m/10010675-departures,Avi Offer,FALSE,NYC Movie Guru,Fresh,9.88/10,39962,"A tremendously moving experience filled with warmth, wisdom, intelligence and tenderness sprinkled with just the right dash of humor to balance the heaviness and keeps you thoroughly enthralled."
m/10010675-departures,Sara Michelle Fetters,FALSE,MovieFreak.com,Rotten,2.5/4,39962,"The performances are nice, the vibe is pretty much spot-on, but the movie itself almost can't help but under whelm, none of it ever rising to the level it needs to in order to fully connect."
m/10010675-departures,Claudia Puig,TRUE,USA Today,Fresh,3.5/4,39962,"Though events unravel predictably, the film is profoundly affecting, thanks to a well-written story, rich characters and superlative acting."
m/10010675-departures,Thomas Caldwell,FALSE,Cinema Autopsy,Fresh,3.5/5,39962,
m/10010675-departures,Jeffrey Bloomer,FALSE,Paste Magazine,Rotten,40/100,39965,"Though not unpleasant, Departures can't reconcile its bawdy sense of humor with the tiresome sentimentality that always lurks not far behind."
m/10010675-departures,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,2.5/4,39976,The creepiest aspect of Departures -- dead people -- ends up being what's most beautiful about it.
m/10010675-departures,Ty Burr,TRUE,Boston Globe,Fresh,2.5/4,39982,This is the kind of tastefully poignant drama that asks its audience to confront taboos and then pats them on the back for doing so.
